340,6 12 1990,26.15,16.46,20.69,4771000,4641872,129128,180.71,6070
341,7 12 1990,25.65,17.24,21.09,4771000,4641872,129128,180.71,6070
342,8 12 1990,21.86,15.74,18.74,4771000,4641872,129128,180.71,6070
343,9 12 1990,24.83,16.79,19.9,4771000,4641872,129128,180.71,6070
344,10 12 1990,25.43,15.54,19.85,4771000,4641872,129128,180.71,6070
345,11 12 1990,21.63,16.34,19,4771000,4641872,129128,180.71,6070
346,12 12 1990,21.72,15.75,18.4,4771000,4641872,129128,180.71,6070
347,13 12 1990,20.67,15.07,17.68,4771000,4641872,129128,180.71,6070
348,14 12 1990,21.24,14.81,17.49,4771000,4641872,129128,180.71,6070
349,15 12 1990,22.79,14.53,18.76,4771000,4641872,129128,180.71,6070
350,16 12 1990,25.94,13.94,20.31,4771000,4641872,129128,180.71,6070
351,17 12 1990,22.87,15.43,19.31,4771000,4641872,129128,180.71,6070
352,18 12 1990,25.96,14.77,20.62,4771000,4641872,129128,180.71,6070
353,19 12 1990,22.16,16.4,18.86,4771000,4641872,129128,180.71,6070
354,20 12 1990,23.49,15.85,18.52,4771000,4641872,129128,180.71,6070
355,21 12 1990,24.5,14.86,18.95,4771000,4641872,129128,180.71,6070
356,22 12 1990,25.46,14.68,19.73,4771000,4641872,129128,180.71,6070
357,23 12 1990,27.55,14.52,20.96,4771000,4641872,129128,180.71,6070
358,24 12 1990,27.13,15.01,21.03,4771000,4641872,129128,180.71,6070
359,25 12 1990,27.02,15.69,21.55,4771000,4641872,129128,180.71,6070
